,AD
38,401329 重庆市九龙坡区凤笙路15号附3号
39,266700 山东省青岛市平度市经济开发区世纪大道279号
40,200235 上海市徐汇区漕宝路120号
41,637001 四川省成都市新都区新都大道8号
42,211816 江苏省南京市浦口区浦珠南路30号
43,266071 山东省青岛市市南区金湖路12号甲
44,201620 上海市松江区松江新城人民北路2999号
45,523878 广东省东莞市长安镇上角管理区
46,100029 北京市朝阳区北三环东路15号
47,韩国仁川广域市西区白凡路644
48,510275 广东省广州市新港西路135号
49,116024 辽宁省大连市甘井子区凌工路2号
50,210094 江苏省南京市孝陵卫200号
51,210094 江苏省南京市孝陵卫200号
52,273165 山东省济宁市曲阜市静轩西路57号
53,300401 天津市北辰区双口镇西平道5340号
54,400000 重庆市九龙坡区凤笙路15号附3号
55,200050 上海市长宁区长宁路865号
56,710071 陕西省西安市太白南路2号
57,224000 江苏省盐城市迎宾大道9号
58,400044 重庆市沙坪坝区沙坪坝正街174号
59,710021 陕西省西安市未央大学城
60,410082 湖南省长沙市岳麓区麓山南路1号
61,310018 浙江省杭州市下沙高教园区学正街18号
62,200092 上海市杨浦区四平路1239号
63,611731 四川省成都市高新西区西源大道2006号
64,361015 福建省厦门市火炬高新区创业园伟业楼北楼406A室
65,261500 山东省高密市昌安大道1799号(五中)
66,830046 新疆维吾尔自治区乌鲁木齐市天山区胜利路666号
67,100088 北京市西城区新街口外大街2号
68,523000 广东省东莞市松山湖高新技术产业开发区创新科技园11号楼2楼201D、201E205室
69,274000 山东省菏泽市开发区南京路199号
70,518129 广东省深圳市龙岗区坂田华为总部办公楼
71,215123 江苏省苏州市工业园区仁爱路111号
72,400714 重庆市北碚区方正大道266号
73,150080 黑龙江省哈尔滨市南岗区学府路52号
74,300072 天津市南开区卫津路92号
75,300072 天津市南开区卫津路92号
76,215123 江苏省苏州市工业园区仁爱路111号
77,610041 四川省成都市高新区天府大道北段1700号1栋2单元13层1304号
78,300384 天津市西青区宾水西道391号天津理工大学主校区
79,610041 四川省成都市高新区天府大道北段1700号1栋2单元13层1304号
80,215500 江苏省苏州市常熟市南三环路99号
81,230009 安徽省合肥市屯溪路193号
82,266111 山东省青岛市高新技术产业开发区松园路17号青岛市工业技术研究院C区C1楼4层
83,日本国茨城县
84,美国俄亥俄州
85,510070 广东省广州市先烈中路100号34幢
86,215211 江苏省苏州市吴江区黎里镇汾湖大道558号
87,200433 上海市杨浦区邯郸路220号
88,239300 安徽省滁州市天长市金集镇黄庄村青年队
89,310058 浙江省杭州市西湖区余杭塘路866号
90,730000 甘肃省兰州市城关区天水中路18号
91,510006 广东省广州市番禺区广州大学城华南理工大学
92,266000 山东省青岛市崂山区松岭路99号青岛科技大学
93,510640 广东省广州市番禺区广州大学城华南理工大学
94,200235 上海市徐汇区漕宝路120号
95,241002 安徽省芜湖市弋江区九华南路189号科技服务部
96,510006 广东省广州市番禺区广州大学城华南理工大学
97,710021 陕西省西安市未央区大学园区陕西科技大学
98,中国台湾台北市大安区忠孝东路4段325号12楼之1
99,200092 上海市杨浦区四平路1239号
100,830046 新疆维吾尔自治区乌鲁木齐市天山区胜利路666号
101,311422 浙江省杭州市富阳市受降镇上宋南街16号第1、2幢
102,225009 江苏省扬州市大学南路88号
103,212013 江苏省镇江市京口区学府路301号
104,400044 重庆市沙坪坝区沙坪坝正街174号
105,710072 陕西省西安市友谊西路127号
106,201620 上海市松江区松江新城人民北路2999号
107,523000 广东省东莞市松山湖高新技术产业开发区创新科技园11号楼2楼201D、201E205室
108,523000 广东省东莞市松山湖高新技术产业开发区创新科技园11号楼2楼201D、201E205室
109,美国马萨诸塞州
110,537000 广西壮族自治区玉林市教育中路299号
111,537000 广西壮族自治区玉林市教育中路299号
112,361000 福建省厦门市思明南路422号
113,430072 湖北省武汉市武昌区珞珈山武汉大学
114,453003 河南省新乡市金穗大道东段
115,618000 四川省德阳市市区岷江西路二段57号1幢
116,618000 四川省德阳市市区岷江西路二段57号1幢
117,518055 广东省深圳市南山区西丽大学城学苑大道1068号
118,400714 重庆市北碚区方正大道266号
119,310027 浙江省杭州市西湖区浙大路38号
120,230088 安徽省合肥市高新区黄山路602号A105
121,401329 重庆市九龙坡区凤笙路15号附3号
122,401329 重庆市九龙坡区凤笙路15号附3号
123,233600 安徽省亳州市涡阳县城关镇涡河东路115-136号
124,074000 河北省保定市高碑店市西大街59号
125,274000 山东省菏泽市开发区南京路199号
126,226407 江苏省南通市如东县沿海经济开发区黄海三路
127,230088 安徽省合肥市高新技术产业开发区香樟大道199号
128,213033 江苏省常州市新北区春江镇环保园环保四路88号
129,430070 湖北省武汉市洪山区珞狮路122号
130,523878 广东省东莞市长安镇上角管理区
131,213033 江苏省常州市新北区春江镇环保园环保四路88号
132,210094 江苏省南京市孝陵卫200号
133,430062 湖北省武汉市武昌区友谊大道368号
134,430072 湖北省武汉市武昌区珞珈山武汉大学
135,325000 浙江省温州市瓯海经济开发区东方南路38号006信箱
136,241002 安徽省芜湖市弋江区九华南路189号科技服务部
137,250014 山东省济南市历下区文化东路88号
138,116024 辽宁省大连市甘井子区凌工路2号
139,350004 福建省福州市台江区交通路88号
140,537000 广西壮族自治区玉林市教育中路299号
141,401329 重庆市九龙坡区凤笙路15号附3号
142,710054 陕西省西安市雁塔路58号
143,230031 安徽省合肥市蜀山湖路350号2号楼1110信箱
144,450000 河南省郑州市农业东路29号
145,450000 河南省郑州市农业东路29号
146,450000 河南省郑州市农业东路29号
147,214257 江苏省无锡市宜兴市高塍镇远东大道8号
148,214257 江苏省无锡市宜兴市高塍镇远东大道8号
149,214257 江苏省无锡市宜兴市高塍镇远东大道8号
150,350499 福建省福州市平潭县潭城镇桂山庄九弄35号
151,361008 福建省厦门市思明区软件园二期观日路34号北楼201j
152,210042 江苏省南京市经济开发区疏港路1号龙潭物流基地A-29号
153,102249 北京市昌平区府学路18号
154,200237 上海市徐汇区梅陇路130号
155,518055 广东省深圳市南山区桃源街道平山工业园20栋1楼
156,475000 河南省开封市黄河大街北段金耀绿城4-1-8
157,400000 重庆市九龙坡区凤笙路15号附3号
158,450001 河南省郑州市高新技术开发区科学大道1号
159,450001 河南省郑州市高新技术开发区科学大道1号
160,300072 天津市南开区卫津路92号
161,310058 浙江省杭州市西湖区余杭塘路866号
162,213149 江苏省常州市武进区西太湖科技产业园长扬路20号
163,100029 北京市朝阳区北土城西路3号
164,350499 福建省福州市平潭县潭城镇桂山庄九弄35号
165,310027 浙江省杭州市西湖区浙大路38号
166,210093 江苏省南京市汉口路22号
167,310058 浙江省杭州市西湖区余杭塘路866号
168,215000 江苏省苏州市工业园区仁爱路199号
169,510631 广东省广州市天河区石牌中山大道西55号华南师范大学生物光子学研究院
170,362000 福建省泉州市泉州台商投资区行政办公大楼5楼
171,362000 福建省泉州市泉州台商投资区行政办公大楼5楼
172,213149 江苏省常州市武进经济开发区祥云路6号
173,213149 江苏省常州市武进经济开发区祥云路6号
174,中国台湾台北市大安区忠孝东路4段325号12楼之1
175,241200 安徽省芜湖市繁昌县峨山工业园
176,241200 安徽省芜湖市繁昌县峨山工业园
177,300387 天津市西青区宾水西道399号
178,200050 上海市长宁区长宁路865号5号楼505室
179,241200 安徽省芜湖市繁昌县峨山工业园
180,241200 安徽省芜湖市繁昌县峨山工业园
181,537000 广西壮族自治区玉林市教育中路299号
182,300387 天津市西青区宾水西道393号
183,200050 上海市长宁区长宁路865号
184,241200 安徽省芜湖市繁昌县峨山工业园
185,241200 安徽省芜湖市繁昌县峨山工业园
186,241200 安徽省芜湖市繁昌县峨山工业园
187,241200 安徽省芜湖市繁昌县峨山工业园
188,264005 山东省烟台市莱山区清泉路32号
189,266071 山东省青岛市市南区宁夏路308号
190,315201 浙江省宁波市镇海区中官西路1219号
191,315201 浙江省宁波市镇海区中官西路1219号
192,100190 北京市海淀区中关村南三街8号
193,523000 广东省东莞市松山湖高新技术产业开发区创新科技园11号楼2楼201D、201E205室
194,200444 上海市宝山区上大路99号
195,537000 广西壮族自治区玉林市教育中路299号
196,618000 四川省德阳市市区岷江西路二段57号1幢
197,618000 四川省德阳市市区岷江西路二段57号1幢
198,韩国首尔
199,韩国庆尚南道昌原市
200,新加坡莱佛士码头16号丰隆大厦33-03
201,241200 安徽省芜湖市繁昌县峨山工业园
202,210094 江苏省南京市玄武区孝陵卫200号
203,400030 重庆市沙坪坝区沙正街174号
204,241200 安徽省芜湖市繁昌县峨山工业园
205,310018 浙江省杭州市杭州经济技术开发区白杨街道2号大街928号
206,266071 山东省青岛市宁夏路308号
207,200092 上海市杨浦区四平路1239号
208,241200 安徽省芜湖市繁昌县峨山工业园
209,230601 安徽省合肥市经济技术开发区九龙路111号
210,150001 黑龙江省哈尔滨市南岗区西大直街92号
211,243002 安徽省马鞍山市花山区湖东中路59号
212,201210 上海市浦东新区海科路99号
213,410083 湖南省长沙市岳麓区麓山南路932号
214,200433 上海市杨浦区邯郸路220号
215,225400 江苏省泰州市泰兴市虹桥工业园区
216,225400 江苏省泰州市泰兴市虹桥工业园区
217,200090 上海市杨浦区平凉路2103号
218,414006 湖南省岳阳市岳阳楼区学院路439号
219,美国特拉华州
220,300072 天津市南开区卫津路92号
221,201620 上海市松江区松江新城人民北路2999号
222,350108 福建省福州市闽侯县上街镇大学城学园路2号福州大学新区
223,430081 湖北省武汉市青山区建设一路
224,264005 山东省烟台市莱山区清泉路30号
225,215123 江苏省苏州市苏州工业园区仁爱路166号
226,101400 北京市怀柔区雁栖经济开发区雁栖南四街25号
227,450000 河南省郑州市东风路5号
228,150001 黑龙江省哈尔滨市南岗区西大直街92号
229,400000 重庆市九龙坡区凤笙路15号附3号
230,430079 湖北省武汉市洪山区珞瑜路152号华中师范大学
231,200050 上海市长宁区长宁路865号
232,361015 福建省厦门市火炬高新区创业园伟业楼北楼406A室
233,100029 北京市朝阳区北三环东路15号
234,200050 上海市长宁区长宁路865号
235,243000 安徽省马鞍山市花山区湖北路7号106号
236,430070 湖北省武汉市洪山区珞狮路122号
237,266000 山东省青岛市高新技术产业开发区松园路17号C1楼4层-1
238,100083 北京市海淀区学院路30号
239,226407 江苏省南通市如东县沿海经济开发区黄海三路
240,美国俄亥俄
241,100176 北京市大兴区北京经济技术开发区科创十四街99号33幢D栋2178号(集中办公区)
242,300071 天津市南开区卫津路94号
243,100084 北京市海淀区北京市100084-82信箱
244,215153 江苏省苏州市高新区通安镇新街
245,226000 江苏省南通市崇川区啬园路9号
246,430070 湖北省武汉市洪山区珞狮路122号
247,362000 福建省泉州市鲤城区高新技术园区常泰街道仙塘社区钧石工业园区2号厂房
248,541004 广西壮族自治区桂林市金鸡路1号
249,028000 内蒙古自治区通辽市科尔沁区西拉木伦大街西996号
250,650031 云南省昆明市圆通北路86号
251,152061 黑龙江省绥化市北林区黄河南路18号
252,215123 江苏省苏州市工业园区仁爱路111号
253,063000 河北省唐山市建设北路101号高科总部大厦1001室
254,200237 上海市徐汇区梅陇路130号华东理工大学材料学院306信箱
255,110016 辽宁省沈阳市沈河区文化路72号
256,310027 浙江省杭州市西湖区浙大路38号
257,121000 辽宁省锦州市松山新区科技路19号
258,213000 江苏省常州市武进区经济开发区祥云路6号
259,214000 江苏省无锡市惠山经济开发区长安工业园标准厂房中惠路518-5号
260,215123 江苏省苏州市工业园区仁爱路111号
261,150080 黑龙江省哈尔滨市南岗区学府路52号
262,美国纽约
263,213149 江苏省常州市武进区西太湖科技产业园长扬路20号
264,400044 重庆市沙坪坝区沙正街174号
265,400044 重庆市沙坪坝区沙正街174号
266,523808 广东省东莞市松山湖科技产业园区工业北四路松山湖工业大厦415、418室
267,德国瑙伊比贝尔格市坎芘昂1－12号
268,150000 黑龙江省哈尔滨市南岗区西大直街92号
269,211100 江苏省南京市江宁开发区佛城西路8号
270,730070 甘肃省兰州市安宁区安宁东路967号
271,030024 山西省太原市迎泽西大街79号
272,450001 河南省郑州市高新区科学大道100号
273,241200 安徽省芜湖市繁昌县峨山工业园
274,241200 安徽省芜湖市繁昌县峨山工业园
275,241200 安徽省芜湖市繁昌县峨山工业园
276,241200 安徽省芜湖市繁昌县峨山工业园
277,241200 安徽省芜湖市繁昌县峨山工业园
278,241200 安徽省芜湖市繁昌县峨山工业园
279,315502 浙江省宁波市奉化市溪口镇后葛
280,213164 江苏省常州市武进区ﾜ韬ﾷ1号
281,213164 江苏省常州市武进区ﾜ韬ﾷ1号
282,中国台湾宜兰县五结乡利工三路5号
283,710000 陕西省西安市高新路糜家桥小区40号楼10202号
284,523878 广东省东莞市长安镇上角管理区
285,400714 重庆市北碚区方正大道266号
286,100029 北京市朝阳区北三环东路15号
287,410073 湖南省长沙市开福区德雅路109号
288,213164 江苏省常州市武进区ﾜ韬ﾷ1号
289,213164 江苏省常州市武进区ﾜ韬ﾷ1号
290,213164 江苏省常州市武进区ﾜ韬ﾷ1号
291,213164 江苏省常州市武进区ﾜ韬ﾷ1号
292,430070 湖北省武汉市洪山区珞狮路122号
293,266580 山东省青岛市黄岛区长江西路66号
294,印度贾姆谢德布尔
295,224000 江苏省盐城市开放大道50号
296,152061 黑龙江省绥化市北林区黄河南路18号
297,330063 江西省南昌市丰和南大道696号
298,200234 上海市徐汇区桂林路100号
299,315000 浙江省宁波市江东区东柳一坊6幢25号101室
300,241100 安徽省芜湖市芜湖县新芜经济开发区南次一路1000号
301,241200 安徽省芜湖市繁昌县峨山工业园
302,214122 江苏省无锡市滨湖区蠡湖大道1800号
303,510006 广东省广州市大学城华南师范大学化学与环境学院
304,310018 浙江省杭州市杭州经济技术开发区白杨街道2号大街928号
305,213164 江苏省常州市武进区ﾜ韬ﾷ1号
306,213164 江苏省常州市武进区ﾜ韬ﾷ1号
307,213164 江苏省常州市武进区ﾜ韬ﾷ1号
308,213164 江苏省常州市武进区ﾜ韬ﾷ1号
309,130012 吉林省长春市延安大街2055号
310,510631 广东省广州市天河区中山大道西55号
311,100084 北京市海淀区北京100084信箱82分箱清华大学专利办公室
312,230026 安徽省合肥市包河区金寨路96号
313,230026 安徽省合肥市包河区金寨路96号
314,400044 重庆市沙坪坝区沙正街174号重庆大学材料学院
315,214122 江苏省无锡市滨湖区蠡湖大道1800号
316,213164 江苏省常州市武进区ﾜ韬ﾷ1号
317,213164 江苏省常州市武进区ﾜ韬ﾷ1号
318,213164 江苏省常州市武进区ﾜ韬ﾷ1号
319,213164 江苏省常州市武进区ﾜ韬ﾷ1号
320,400000 重庆市九龙坡区凤笙路15号附3号
321,210009 江苏省南京市鼓楼区祁家桥19号305室
322,200092 上海市杨浦区四平路1239号
323,213164 江苏省常州市武进区ﾜ韬ﾷ1号
324,210009 江苏省南京市玄武区四牌楼2号
325,234000 安徽省宿州市ﾈ徘瞎亟值腊焓麓ﾦ
326,234000 安徽省宿州市ﾈ徘瞎亟值腊焓麓ﾦ
327,523878 广东省东莞市长安镇上角管理区
328,530007 广西壮族自治区南宁市高新区科园大道创新路西段1号
329,300387 天津市西青区宾水西道399号
330,523878 广东省东莞市长安镇上角管理区
331,272000 山东省济宁市高新区崇文大道产学研基地A5楼
332,266000 山东省青岛市崂山区松岭路99号青岛科技大学
333,210047 江苏省南京市南京化学工业园区宁六路606号3063室
334,210047 江苏省南京市南京化学工业园区宁六路606号3063室
335,430062 湖北省武汉市武昌区友谊大道368号
336,100083 北京市海淀区清华东路甲35号
337,201620 上海市松江区松江新城人民北路2999号
338,523878 广东省东莞市长安镇上角管理区
339,100191 北京市海淀区学院路37号
340,210096 江苏省南京市四牌楼2号
341,200444 上海市宝山区上大路99号
342,200062 上海市普陀区中山北路3663号
343,410083 湖南省长沙市岳麓区麓山南路932号
344,071051 河北省保定市向阳北大街2599号
345,150080 黑龙江省哈尔滨市南岗区学府路52号
346,030001 山西省太原市迎泽区桃园南路27号
347,518000 广东省深圳市南山区科发路2号科技园30区1栋6楼603室深圳市翔丰华科技有限公司
348,266071 山东省青岛市市南区宁夏路308号
349,150001 黑龙江省哈尔滨市南岗区西大直街92号
350,211198 江苏省南京市江宁区龙眠大道639号中国药科大学
351,276006 山东省临沂市兰山区双岭路中段临沂大学
352,221116 江苏省徐州市铜山新区上海路101号
353,710049 陕西省西安市咸宁路28号
354,美国纽约阿芒克
355,215000 江苏省苏州市工业园区仁爱路199号
356,150028 黑龙江省哈尔滨市高新区科技创新城创新创业广场2号楼科技一街E单元三层
357,618000 四川省德阳市市区岷江西路二段57号1幢
358,618000 四川省德阳市市区岷江西路二段57号1幢
359,410000 湖南省长沙市芙蓉区八一路418号
360,410000 湖南省长沙市芙蓉区八一路418号
361,213164 江苏省常州市武进区ﾜ韬ﾷ1号
362,213164 江苏省常州市武进区ﾜ韬ﾷ1号
363,200433 上海市杨浦区邯郸路220号
364,102206 北京市昌平区沙河镇沙阳路
365,314001 浙江省嘉兴市纺工路翰林府第21幢405室
366,315400 浙江省宁波市余姚市余周公路东2号
367,618000 四川省德阳市市区岷江西路二段57号1幢
368,230039 安徽省合肥市肥西路3号安徽大学
369,410073 湖南省长沙市开福区德雅路109号
370,230088 安徽省合肥市高新区科学大道110号
371,226121 江苏省南通市海门市三厂镇大庆路北侧
372,266111 山东省青岛市青岛高新技术产业开发区松园路17号青岛市工业技术研究院C区C1楼4层-1
373,150000 黑龙江省哈尔滨市南岗区西大直街92号
374,150000 黑龙江省哈尔滨市南岗区西大直街92号
375,523000 广东省东莞市松山湖高新技术产业开发区创新科技园11号楼2楼201D、201E、205室
376,200093 上海市杨浦区军工路516号
377,322000 浙江省义乌市稠州西路230巷11号1单元401室
378,215000 江苏省苏州市工业园区星湖街218号生物纳米园A4楼112室
379,德国路德维希港
380,310027 浙江省杭州市西湖区浙大路38号
381,225119 江苏省扬州市邗江区公道镇工业集中区
382,102206 北京市昌平区沙河镇沙阳路
383,510640 广东省广州市天河区五山路381号
384,523000 广东省东莞市松山湖高新技术产业开发区创新科技园11号楼2楼201D、201E205室
385,100081 北京市海淀区中关村南大街5号
386,100081 北京市海淀区中关村南大街5号
387,200444 上海市宝山区上大路99号
388,124221 辽宁省盘锦市辽东湾新区大工路2号
389,315400 浙江省宁波市余姚市余周公路东2号
390,361027 福建省厦门市海沧区东孚镇东孚大道2881号16#厂房2层南侧
391,610065 四川省成都市武侯区一环路南一段24号
392,201620 上海市松江区松江新城人民北路2999号
393,430074 湖北省武汉市洪山区雄楚大街693号
394,618000 四川省德阳市市区岷江西路二段57号1幢
395,310027 浙江省杭州市西湖区浙大路38号
396,410000 湖南省长沙市芙蓉区八一路418号
397,518000 广东省深圳市南山区创盛路1号康和盛大楼223-224
398,213164 江苏省常州市武进区ﾜ韬ﾷ1号
399,213164 江苏省常州市武进区ﾜ韬ﾷ1号
400,201210 上海市浦东新区海科路99号
401,233010 安徽省蚌埠市高新路222号
402,243100 安徽省马鞍山市当涂县程桥外滩红太阳生命科学工业园
403,350004 福建省福州市台江区交通路88号
404,100029 北京市朝阳区北三环东路15号
405,213164 江苏省常州市武进区ﾜ韬ﾷ1号
406,414006 湖南省岳阳市岳阳楼区学院路439号
407,310018 浙江省杭州市杭州经济开发区白杨街道2号大街928号
408,230601 安徽省合肥市经济技术开发区九龙路111号
409,100080 北京市海淀区中关村北一街2号
410,200237 上海市徐汇区梅陇路130号
411,210094 江苏省南京市孝陵卫200号
412,730050 甘肃省兰州市兰工坪287号
413,315400 浙江省宁波市余姚市余周公路东2号
414,211816 江苏省南京市浦口区浦珠南路30号
415,510632 广东省广州市天河区黄埔大道西601号
416,266071 山东省青岛市宁夏路308号
417,100029 北京市朝阳区北三环东路15号
418,中国台湾宜兰县五结乡利工三路5号
419,德国哈滕斯坦
420,516087 广东省深圳市南山区蛇口太子路18号海景广场7H
421,315311 浙江省宁波市慈溪市慈东滨海区海丰北路188号
422,541004 广西壮族自治区桂林市金鸡路1号
423,621010 四川省绵阳市涪城区青龙大道中段59号
424,621000 四川省绵阳市科创园区园艺街20号
425,130012 吉林省长春市前进大街2699号
426,200235 上海市徐汇区漕宝路120号
427,541004 广西壮族自治区桂林市建干路12号
428,315201 浙江省宁波市镇海区庄市大道519号
429,215123 江苏省苏州市工业园区仁爱路199号
430,315400 浙江省宁波市余姚市余周公路东2号
431,300387 天津市西青区宾水西道393号
432,200444 上海市宝山区上大路99号
433,310018 浙江省杭州市杭州经济技术开发区白杨街道2号大街928号
434,230009 安徽省合肥市屯溪路193号
435,443002 湖北省宜昌市大学路8号
436,200241 上海市闵行区紫竹高新技术产业开发区紫日路500号
437,315016 浙江省宁波市海曙区翠柏路89号
438,518107 广东省深圳市光明新区公明办事处楼村社区第二工业区中泰路11号第1栋
439,211100 江苏省南京市江宁区佛城西路8号
440,200237 上海市徐汇区梅陇路130号
441,100015 北京市朝阳区酒仙桥路10号
442,210023 江苏省南京市亚东新城区文苑路9号
443,213000 江苏省常州市武进区武进经济开发区西太湖大道9号
444,430070 湖北省武汉市洪山区珞狮路122号
445,130012 吉林省长春市前进大街2699号
446,310027 浙江省杭州市西湖区浙大路38号
447,300072 天津市南开区卫津路92号
448,200234 上海市徐汇区桂林路100号
449,315700 浙江省宁波市象山县和浦镇小鱼山村
450,215000 江苏省苏州市工业园区星湖街218号生物纳米园A4楼112室
451,200444 上海市宝山区上大路99号
452,272000 山东省济宁市国家高新技术产业开发区崇文大道产学研基地A5楼
453,066600 河北省秦皇岛市河北大街西段360号
454,310018 浙江省杭州市下沙高教园区学正街18号
455,475001 河南省开封市明伦街85号
456,264025 山东省烟台市芝罘区红旗中路186号
457,310058 浙江省杭州市西湖区余杭塘路866号
458,200050 上海市长宁区长宁路865号5号楼505室
459,215123 江苏省苏州市工业园区独墅湖高等教育区仁爱路111号
460,050051 河北省石家庄市合作路113号
461,050051 河北省石家庄市合作路113号
462,410073 湖南省长沙市开福区德雅路109号
463,200444 上海市宝山区上大路99号
464,430074 湖北省武汉市洪山区雄楚大街693号
465,310014 浙江省杭州市潮王路18号浙江工业大学
466,315000 浙江省宁波市江东区东柳一坊6幢25号101室
467,430072 湖北省武汉市武昌区珞珈山武汉大学
468,124221 辽宁省盘锦市辽东湾新区大工路2号
469,200444 上海市宝山区上大路99号
470,200444 上海市宝山区上大路99号
471,210096 江苏省南京市玄武区四牌楼2号
472,230000 安徽省合肥市瑶海工业园纬D路7号
473,510640 广东省广州市天河区五山路381号
474,215000 江苏省苏州市工业园区仁爱路199号
475,200444 上海市宝山区上大路99号
476,100029 北京市朝阳区北三环东路15号
477,226004 江苏省南通市崇川路58号南通科技园1号楼7层
478,430074 湖北省武汉市洪山区珞喻路1037号
479,150000 黑龙江省哈尔滨市南岗区西大直街92号
480,100081 北京市海淀区中关村南大街5号北京理工大学
481,410128 湖南省长沙市芙蓉区东湖湖南农业大学
482,213164 江苏省常州市武进区隔湖中路1号
483,210094 江苏省南京市孝陵卫200号
484,200444 上海市宝山区上大路99号
485,100044 北京市海淀区西直门外上园村3号
486,212013 江苏省镇江市京口区学府路301号
487,210042 江苏省南京市锁金五村16号
488,200092 上海市杨浦区四平路1239号
489,224000 江苏省盐城市城南新区新区街道办事处新跃路2号
490,213164 江苏省常州市武进区ﾜ韬ﾷ1号
491,韩国庆尚北道
492,250353 山东省济南市长清区西部新城大学科技园
493,200050 上海市长宁区长宁路865号
494,300384 天津市西青区宾水西道391号
495,450001 河南省郑州市高新区科学大道100号
496,314001 浙江省嘉兴市越秀南路56号
497,550014 贵州省贵阳市国家高新区长岭南路留学归国人才创业园A1栋101室
498,150080 黑龙江省哈尔滨市南岗区学府路74号
499,523000 广东省东莞市松山湖高新技术产业开发区创新科技园11号楼2楼201D、201E、205室
0,400714 重庆市北碚区方正大道266号
1,150000 黑龙江省哈尔滨市南岗区西大直街92号
2,266510 山东省青岛经济技术开发区渭河路517号A272室
3,315201 浙江省宁波市镇海庄市大道519号
4,610031 四川省成都市二环路北一段111号
5,200433 上海市杨浦区国定路323号1101-43室
6,266061 山东省青岛市崂山区松岭路99号
7,266061 山东省青岛市崂山区松岭路99号
8,510640 广东省广州市天河区五山路381号
9,410000 湖南省长沙市望城区铜官镇花实村新雅创业园A7-1栋
10,150001 黑龙江省哈尔滨市南岗区西大直街92号
11,315899 浙江省宁波市保税区兴农大厦582室
12,310027 浙江省杭州市西湖区浙大路38号
13,213000 江苏省常州市武进区经济开发区祥云路6号
14,213000 江苏省常州市武进区经济开发区祥云路6号
15,213000 江苏省常州市武进区经济开发区祥云路6号
16,410000 湖南省长沙市高新开发区谷苑路186号湖南大学科技园工程孵化大楼东区第三层1单元
17,410000 湖南省长沙市高新开发区谷苑路186号湖南大学科技园工程孵化大楼东区第三层1单元
18,410000 湖南省长沙市高新开发区谷苑路186号湖南大学科技园工程孵化大楼东区第三层1单元
19,410000 湖南省长沙市高新开发区谷苑路186号湖南大学科技园工程孵化大楼东区第三层1单元
20,410000 湖南省长沙市高新开发区谷苑路186号湖南大学科技园工程孵化大楼东区第三层1单元
21,410000 湖南省长沙市高新开发区谷苑路186号湖南大学科技园工程孵化大楼东区第三层1单元
22,410000 湖南省长沙市高新开发区谷苑路186号湖南大学科技园工程孵化大楼东区第三层1单元
23,100190 北京市海淀区中关村北一街2号
24,200444 上海市宝山区上大路99号
25,214122 江苏省无锡市蠡湖大道1800号
26,430065 湖北省武汉市洪山区黄家湖西路1号
27,400714 重庆市北碚区方正大道266号
28,361000 福建省厦门市海沧区东孚镇东孚大道2881号16#厂房2层南侧
29,150001 黑龙江省哈尔滨市南岗区西大直街92号
30,201108 上海市闵行区光华路145号
31,150001 黑龙江省哈尔滨市南岗区西大直街92号
32,410082 湖南省长沙市岳麓区岳麓山湖南大学材料学院
33,150001 黑龙江省哈尔滨市南岗区西大直街92号
34,221300 江苏省徐州市邳州市锦江西路锦绣家园(四中对面)1栋3单元202室
35,100191 北京市海淀区学院路37号
36,214242 江苏省无锡市宜兴市西郊工业园振丰东路999号
37,266111 山东省青岛市高新区松园路17号青岛市工业技术研究院C区C1楼4层
38,518060 广东省深圳市南山区南海大道3688号
39,311215 浙江省杭州市萧山经济技术开发区建设二路118号
40,100029 北京市朝阳区北三环东路15号
41,266111 山东省青岛市高新区松园路17号青岛市工业技术研究院C区C1楼4层
42,200235 上海市徐汇区漕宝路120号
43,100190 北京市海淀区中关村北一条11号
44,325000 浙江省温州市经济技术开发区滨海园区滨海四道518号
45,215125 江苏省苏州市苏州工业园区若水路398号
46,213000 江苏省常州市武进区经济开发区祥云路6号
47,100015 北京市朝阳区酒仙桥路10号
48,100015 北京市朝阳区酒仙桥路10号
49,美国明尼苏达州
50,214028 江苏省无锡市新区菱湖大道200号中国传感网国际创新园A栋905室
51,214023 江苏省无锡市南长区清扬路333号1508室
52,200083 上海市虹口区玉田路500号
53,325024 浙江省温州市龙湾区海滨街道沙前街228号第二层
54,510520 广东省广州市海珠区新港西路135号中大科技综合楼A座1405C1房
55,100124 北京市朝阳区平乐园100号
56,361021 福建省厦门市集美大道1799号
57,430068 湖北省武汉市洪山区南湖李家墩特1号
58,450000 河南省郑州市科学大道166号
59,214122 江苏省无锡市滨湖区蠡湖大道1800号
60,150080 黑龙江省哈尔滨市南岗区学府路74号
61,100076 北京市丰台区南大红门路1号
62,266700 山东省青岛市平度市明村镇大南营村
63,266700 山东省青岛市平度市明村镇大南营村
64,266700 山东省青岛市平度市明村镇大南营村
65,266700 山东省青岛市平度市明村镇大南营村
66,266700 山东省青岛市平度市明村镇大南营村
67,266700 山东省青岛市平度市明村镇大南营村
68,201620 上海市松江区松江新城人民北路2999号
69,200240 上海市闵行区东川路800号
70,213100 江苏省常州市武进经发区祥云路6号
71,213100 江苏省常州市武进经发区祥云路6号
72,225400 江苏省泰州市泰兴市虹桥工业园区
73,150001 黑龙江省哈尔滨市南岗区南通大街145号哈尔滨工程大学科技处知识产权办公室
74,310027 浙江省杭州市西湖区浙大路38号
